Destination,Month,Date
LOP,01,29
LOP,02,29
LOP,03,29
LOP,04,58
LOP,05,58
LOP,06,58
LOP,07,87
LOP,08,174
LOP,09,171
LOP,10,225
LOP,11,280
LOP,12,112
LOS,01,841
LOS,02,667
LOS,03,841
LOS,04,870
LOS,05,870
LOS,06,1015
LOS,07,928
LOS,08,1160
LOS,09,2565
LOS,10,2482
LOS,11,3080
LOS,12,2632
LPA,01,3422
LPA,02,2320
LPA,03,2436
LPA,04,2320
LPA,05,2813
LPA,06,2726
LPA,07,2378
LPA,08,2175
LPA,09,4845
LPA,10,5135
LPA,11,4368
LPA,12,3584
LPB,01,203
LPB,02,145
LPB,03,319
LPB,04,261
LPB,05,145
LPB,06,203
LPB,07,145
LPB,08,116
LPB,09,285
LPB,10,677
LPB,11,392
LPB,12,336
LPG,10,56
LPI,01,58
LPI,02,29
LPI,04,29
LPI,07,29
LPI,08,87
LPK,01,29
LPK,02,29
LPK,03,29
LPK,07,58
LPK,09,57
LPK,10,57
LPK,11,168
LPL,01,203
LPL,02,319
LPL,03,290
LPL,04,232
LPL,05,406
LPL,06,348
LPL,07,348
LPL,08,203
LPL,09,456
LPL,10,508
LPL,11,336
LPL,12,168
LPO,12,56
LPP,01,29
LPP,08,29
LPP,09,114
LPP,11,56
LPQ,01,58
LPQ,02,87
LPQ,03,29
LPQ,04,87
LPQ,06,29
LPQ,07,29
LPQ,08,58
LPQ,09,228
LPQ,10,113
LPQ,11,224
LPQ,12,56
LPS,11,56
LPT,06,58
LPT,12,56
LPY,02,29
LRD,09,114
LRE,01,29
LRE,02,29
LRE,04,29
LRE,08,58
LRE,11,56
LRH,01,58
LRH,02,29
LRH,03,58
LRH,05,116
LRH,06,87
LRH,07,116
LRH,08,58
LRH,09,171
LRH,10,112
LRH,11,168
LRH,12,112
LRM,01,87
LRM,02,145
LRM,03,174
LRM,04,29
LRM,05,58
LRM,06,116
LRM,07,116
LRM,08,87
LRM,09,114
LRM,10,168
LRM,11,336
LRM,12,336
LRS,07,29
LRS,08,29
LRT,01,116
LRT,02,58
LRT,03,58
LRT,05,58
LRT,06,58
LRT,07,87
LRT,08,29
LRT,09,114
LRT,10,169
LRT,11,224
LRT,12,168
LSC,03,58
LSC,04,29
LSC,06,58
LSC,07,29
LSC,09,114
LSC,10,57
LSC,11,56
LSC,12,56
LSD,06,29
LSE,07,29
LSI,01,87
LSI,02,58
LSI,04,29
LSI,05,116
LSI,06,58
LSI,08,116
LSI,09,57
LSI,10,113
LSI,11,112
LSP,08,29
LSP,09,29
LSP,10,56
LSQ,02,29
LSQ,05,29
LST,01,29
LST,02,58
LST,03,87
LST,04,58
LST,05,29
LST,06,29
LST,07,29
LST,09,171
LST,10,56
LST,11,56
LST,12,224
LTA,06,29
LTK,06,58
LTK,07,29
LTK,10,56
LTN,01,203
LTN,02,203
LTN,03,203
LTN,04,377
LTN,05,377
LTN,06,464
LTN,07,319
LTN,08,203
LTN,09,741
LTN,10,908
LTN,11,336
LTN,12,336
LTO,01,29
LTO,02,58
LTO,03,29
LTO,08,58
LTO,09,171
LTO,10,113
LTO,12,56
LTQ,10,57
LTT,03,29
LTT,04,29
LTT,05,58
LTT,06,29
LTT,07,58
LTT,08,29
LTU,12,112
LTX,05,29
LTX,06,58
LUG,01,29
LUG,02,116
LUG,03,29
LUG,04,87
LUG,05,58
LUG,06,29
LUG,07,29
LUG,08,145
LUG,10,57
LUG,11,112
LUH,09,114
LUH,10,113
LUN,01,116
LUN,02,116
LUN,03,203
LUN,04,145
LUN,05,174
LUN,06,145
LUN,07,290
LUN,08,29
LUN,09,513
LUN,10,225
LUN,11,280
LUN,12,224
LUP,01,29
LUP,05,29
LUQ,07,29
LUV,03,29
LUX,01,406
LUX,02,493
LUX,03,667
LUX,04,493
LUX,05,319
LUX,06,406
LUX,07,377
LUX,08,348
LUX,09,798
LUX,10,1128
LUX,11,1232
LUX,12,784
LUZ,01,29
LUZ,02,29
LUZ,03,29
LUZ,04,29
LUZ,05,58
LUZ,06,29
LUZ,08,29
LVI,01,58
LVI,04,58
LVI,05,29
LVI,06,29
LVI,07,58
LVI,09,171
LVI,10,57
LVM,11,56
LVS,03,29
LVS,04,29
LWB,05,29
LWM,10,57
LWN,01,29
LWN,03,29
LWN,05,29
LWN,07,87
LWN,08,58
LWN,09,114
LWN,10,56
LWO,01,319
LWO,02,232
LWO,03,464
LWO,04,464
LWO,05,290
LWO,06,406
LWO,07,464
LWO,08,522
LWO,09,741
LWO,10,734
LWO,11,560
LWO,12,672
LWS,03,29
LWS,09,58
LWT,11,56
LXA,02,29
LXA,04,29
LXA,12,56
LXR,01,261
LXR,02,232
LXR,03,145
LXR,04,116
LXR,05,145
LXR,06,29
LXR,07,87
LXR,08,29
LXR,09,114
LXR,10,168
LXR,11,168
LXR,12,112
LXS,07,29
LXS,08,29
LXS,11,56
LYA,06,29
LYB,04,58
LYB,12,56
LYC,01,29
LYC,06,29
LYG,01,58
LYH,04,29
LYH,05,29
LYH,07,29
LYH,10,56
LYH,11,56
LYI,05,29
LYI,10,57
LYN,05,58
LYN,08,116
LYR,01,29
LYR,02,116
LYR,03,29
LYR,04,29
LYR,05,58
LYR,06,58
LYR,07,29
LYR,08,58
LYR,10,56
LYR,12,56
LYS,01,1595
LYS,02,1363
LYS,03,1972
LYS,04,1653
LYS,05,1537
LYS,06,1856
LYS,07,1653
LYS,08,1740
LYS,09,3990
LYS,10,3442
LYS,11,3192
LYS,12,2688
LZH,03,29
MAA,01,2436
MAA,02,1885
MAA,03,2233
MAA,04,2146
MAA,05,2552
MAA,06,1827
MAA,07,2204
MAA,08,2030
MAA,09,5700
MAA,10,5303
MAA,11,5656
MAA,12,5040
MAB,01,174
MAB,02,58
MAB,03,116
MAB,04,116
MAB,05,29
MAB,06,58
MAB,07,87
MAB,08,58
MAB,09,171
MAB,10,225
MAB,11,168
MAB,12,56
MAD,01,24258
MAD,02,11600
MAD,03,12557
MAD,04,12847
MAD,05,13398
MAD,06,11600
MAD,07,11687
MAD,08,11107
MAD,09,21147
MAD,10,22294
MAD,11,20272
MAD,12,14504
MAE,03,29
MAF,02,58
MAF,03,29
MAF,04,29
MAF,05,29
MAF,07,58
MAF,09,57
MAF,10,57
MAF,11,112
MAF,12,56
MAG,01,29
MAG,05,29
MAG,10,56
MAH,01,551
MAH,02,522
MAH,03,870
MAH,04,928
MAH,05,812
MAH,06,1102
MAH,07,1073
MAH,08,667
MAH,09,969
MAH,10,677
MAH,11,672
MAH,12,336
MAI,11,56
MAJ,01,29
MAJ,02,29
MAJ,03,29
MAL,07,29
MAM,12,56
MAN,01,2349
MAN,02,2204
MAN,03,2581
MAN,04,2407
MAN,05,3306
MAN,06,2726
MAN,07,2726
MAN,08,2755
MAN,09,5472
MAN,10,5410
MAN,11,4704
MAN,12,3304
MAO,01,493
MAO,02,696
MAO,03,551
MAO,04,696
MAO,05,551
MAO,06,319
MAO,07,522
MAO,08,435
MAO,09,1311
MAO,10,787
MAO,11,1176
MAO,12,1008
MAQ,08,29
MAR,01,87
MAR,02,29
MAR,04,87
MAR,07,58
MAR,08,145
MAR,09,114
MAR,10,113
MAR,11,168
MAR,12,112
MAS,01,29
MAZ,01,29
MAZ,03,29
MAZ,05,29
MAZ,09,57
MAZ,11,56
MBA,01,377
MBA,02,232
MBA,03,261
MBA,04,290
MBA,05,174
MBA,06,464
MBA,07,377
MBA,08,580
MBA,09,627
MBA,10,564
MBA,11,560
MBA,12,448
MBJ,01,2378
MBJ,02,2407
MBJ,03,2581
MBJ,04,1856
MBJ,05,2059
MBJ,06,2059
MBJ,07,2030
MBJ,08,1711
MBJ,09,3819
MBJ,10,3268
MBJ,11,3192
MBJ,12,2576
MBS,01,29
MBS,03,58
MBS,04,58
MBS,05,116
MBS,06,29
MBS,09,114
MBS,12,56
MBX,08,29
MCE,06,29
MCE,07,29
MCE,12,56
MCH,01,29
MCI,01,406
MCI,02,203
MCI,03,551
MCI,04,348
MCI,05,406
MCI,06,377
MCI,07,203
MCI,08,145
MCI,09,570
MCI,10,563
MCI,11,1120
MCI,12,392
MCM,01,58
MCM,02,29
MCM,05,29
MCM,06,29
MCM,09,57
MCM,11,56
MCN,01,29
MCN,03,29
MCN,05,29
MCN,07,29
MCN,11,56
MCO,01,5075
MCO,02,3944
MCO,03,3973
MCO,04,3248
MCO,05,3712
MCO,06,3422
MCO,07,3799
MCO,08,3857
MCO,09,7353
MCO,10,8622
MCO,11,7560
MCO,12,7112
MCP,01,58
MCP,02,145
MCP,03,116
MCP,04,29
MCP,05,87
MCP,06,87
MCP,07,87
MCP,08,145
MCP,09,399
MCP,10,561
MCP,11,280
MCP,12,224
MCQ,08,29
MCT,01,464
MCT,02,464
MCT,03,551
MCT,04,638
MCT,05,290
MCT,06,725
MCT,07,638
MCT,08,667
MCT,09,1197
MCT,10,1466
MCT,11,728
MCT,12,1008
MCU,08,29
MCW,01,29
MCW,04,29
MCW,11,112
MCW,12,56
MCX,01,87
MCX,02,87
MCX,03,58
MCX,04,87
MCX,05,261
MCX,06,377
MCX,07,203
MCX,08,174
MCX,09,228
MCX,10,283
MCX,11,392
MCX,12,504
MCY,01,29
MCY,03,29
MCY,04,58
MCY,06,87
MCY,08,58
MCZ,01,870
MCZ,02,464
MCZ,03,551
MCZ,04,609
MCZ,05,696
MCZ,06,725
MCZ,07,522
MCZ,08,638
MCZ,09,1539
MCZ,10,1299
MCZ,11,1344
MCZ,12,784
MDC,01,29
MDC,03,87
MDC,05,58
MDC,06,29
MDC,07,116
MDC,08,87
MDC,09,171
MDC,10,56
MDC,11,112
MDC,12,504
MDE,01,1189
MDE,02,928
MDE,03,783
MDE,04,812
MDE,05,812
MDE,06,1015
MDE,07,899
MDE,08,1073
MDE,09,1995
MDE,10,2029
MDE,11,1624
MDE,12,1400
MDG,12,56
MDL,01,29
MDL,03,29
MDL,06,29
MDL,07,29
MDL,09,57
MDL,11,56
MDL,12,56
MDQ,02,29
MDQ,04,29
MDQ,11,56
MDQ,12,168
MDT,01,116
MDT,02,29
MDT,03,87
MDT,05,87
MDT,06,116
MDT,07,87
MDT,08,145
MDT,09,114
MDT,10,224
MDT,11,168
MDT,12,168
MDW,01,116
MDW,02,145
MDW,03,145
MDW,04,203
MDW,05,203
MDW,06,203
MDW,07,174
MDW,08,290
MDW,09,513
MDW,10,396
MDW,11,224
MDW,12,560
MDY,03,29
MDZ,01,58
MDZ,02,145
MDZ,03,145
MDZ,04,174
MDZ,05,58
MDZ,06,203
MDZ,07,174
MDZ,08,116
MDZ,09,228
MDZ,10,225
MDZ,11,336
MDZ,12,224
MEA,01,29
MEA,02,29
MEA,08,58
MEA,09,29
MEA,11,56
MEC,01,58
MEC,03,29
MEC,07,29
MED,01,551
MED,02,493
MED,03,1015
MED,04,870
MED,05,493
MED,06,754
MED,07,841
MED,08,319
MED,09,969
MED,10,624
MED,11,728
MED,12,1232
MEH,01,87
MEH,02,29
MEH,03,29
MEH,04,29
MEH,05,29
MEH,10,56
MEH,11,112
MEI,06,29
MEI,11,56
MEI,12,56
MEL,01,4553
MEL,02,3509
MEL,03,3074
MEL,04,2378
MEL,05,3045
MEL,06,2871
MEL,07,3393
MEL,08,3625
MEL,09,9177
MEL,10,7280
MEL,11,6720
MEL,12,7112
MEM,01,290
MEM,02,116
MEM,03,174
MEM,04,464
MEM,05,406
MEM,06,377
MEM,07,290
MEM,08,464
MEM,09,399
MEM,10,506
MEM,11,784
MEM,12,1288
MES,01,29
MES,03,116
MES,04,116
MES,05,58
MES,06,58
MES,07,174
MES,08,116
MES,09,171
MES,10,56
MES,11,112
MES,12,56
MEX,01,2958
MEX,02,3016
MEX,03,2987
MEX,04,2958
MEX,05,3683
MEX,06,2697
MEX,07,3335
MEX,08,3190
MEX,09,6156
MEX,10,6771
MEX,11,7168
MEX,12,6104
MFE,02,29
MFE,03,116
MFE,05,58
MFE,06,174
MFE,07,58
MFE,08,29
MFE,09,57
MFE,10,112
MFE,11,224
MFE,12,56
MFJ,08,29
MFM,01,58
MFM,02,58
MFM,03,145
MFM,04,116
MFM,05,145
MFM,06,145
MFM,07,174
MFM,08,58
MFM,09,285
MFM,10,567
MFM,11,728
MFM,12,168
MFR,01,29
MFR,02,29
MFR,03,29
MFR,05,58
MFR,06,87
MFR,07,87
MFR,08,87
MFR,09,114
MFR,10,56
MFR,11,57
MFR,12,168
MFU,08,29
MGA,01,986
MGA,02,609
MGA,03,580
MGA,04,696
MGA,05,551
MGA,06,783
MGA,07,551
MGA,08,319
MGA,09,1767
MGA,10,1066
MGA,11,1792
MGA,12,1736
MGF,01,116
MGF,02,58
MGF,03,58
MGF,04,58
MGF,05,29
MGF,06,29
MGF,08,58
MGF,09,57
MGF,10,57
MGF,11,56
MGF,12,112
MGL,01,29
MGL,07,29
MGM,01,29
MGM,04,29
MGM,05,29
MGM,07,58
MGM,08,29
MGM,09,29
MGM,10,56
MGM,11,224
MGM,12,168
MGQ,02,29
MGQ,03,58
MGQ,04,87
MGQ,06,29
MGQ,08,29
MGQ,11,56
MGW,08,29
MHB,11,112
MHD,01,58
MHD,02,145
MHD,03,29
MHD,04,145
MHD,05,87
MHD,06,174
MHD,07,58
MHD,08,58
MHD,09,228
MHD,10,114
MHD,11,56
MHD,12,112
MHG,03,29
MHG,04,29
MHG,06,29
MHG,07,29
MHH,01,87
MHH,02,58
MHH,03,116
MHH,04,58
MHH,05,29
MHH,06,58
MHH,07,87
MHH,08,116
MHH,09,114
MHH,10,57
MHH,11,56
MHH,12,56
MHK,02,29
MHK,04,29
MHK,06,29
MHK,11,112
MHP,02,29
MHP,05,58
MHP,11,56
MHQ,01,29
MHQ,05,29
MHQ,07,29
MHQ,08,29
MHT,02,145
MHT,03,174
MHT,04,87
MHT,05,116
MHT,06,174
MHT,07,145
MHT,08,116
MHT,09,114
MHT,10,338
MHT,11,168
MHT,12,112
MIA,01,9425
MIA,02,7540
MIA,03,9019
MIA,04,7685
MIA,05,7772
MIA,06,7685
MIA,07,7308
MIA,08,7946
MIA,09,16587
MIA,10,17984
MIA,11,19488
MIA,12,15008
MID,01,116
MID,02,87
MID,03,116
MID,04,29
MID,05,116
MID,06,116
MID,07,261
MID,08,58
MID,09,29
MID,10,56
MID,11,224
MID,12,56
MIE,01,29
MIG,10,57
MII,01,58
MII,02,29
MII,04,29
MII,10,56
MIL,01,4553
MIL,02,3451
MIL,03,5046
MIL,04,4901
MIL,05,4785
MIL,06,4582
MIL,07,4930
MIL,08,4089
MIL,09,7980
MIL,10,9774
MIL,11,7280
MIL,12,6440
MIM,01,29
MIR,01,203
MIR,02,232
MIR,03,290
MIR,04,232
MIR,05,145
MIR,06,290
MIR,07,203
MIR,08,319
MIR,09,399
MIR,10,450
MIR,11,392
MIR,12,560
MIT,01,29
MIZ,07,29
MJF,01,29
MJF,02,29
MJF,07,29
MJF,08,29
MJF,09,29
MJF,10,56
MJT,01,87
MJT,02,58
MJT,03,174
MJT,04,145
MJT,05,29
MJT,06,58
MJT,07,174
MJT,08,29
MJT,09,228
MJT,10,170
MJT,11,56
MJV,01,348
MJV,02,203
MJV,03,377
MJV,04,435
MJV,05,406
MJV,06,348
MJV,07,319
MJV,08,145
MJV,09,285
MJV,10,281
MJV,11,168
MJV,12,224
MJZ,02,29
MJZ,03,58
MJZ,04,29
MJZ,05,29
MJZ,06,58
MJZ,07,58
MJZ,08,29
MJZ,09,57
MJZ,12,112
MKC,01,58
MKC,02,116
MKC,03,87
MKC,04,116
MKC,05,87
MKC,06,232
MKC,07,174
MKC,08,290
MKC,09,285
MKC,10,113
MKC,11,112
MKC,12,168
MKE,01,58
MKE,02,174
MKE,03,319
MKE,04,174
MKE,05,406
MKE,06,435
MKE,07,232
MKE,08,377
MKE,09,570
MKE,10,1125
MKE,11,728
MKE,12,784
MKG,11,56
MKK,02,29
MKK,06,29
MKK,07,29
MKK,08,29
MKK,09,58
MKK,11,112
MKM,08,29
MKY,05,29
MKY,06,29
MKY,07,58
MKY,08,58
MKY,09,114
MKY,10,56
MLA,01,1015
MLA,02,1102
MLA,03,1856
MLA,04,1305
MLA,05,1711
MLA,06,1479
MLA,07,1479
MLA,08,1160
MLA,09,2508
MLA,10,2204
MLA,11,1624
MLA,12,1792
MLB,01,58
MLB,02,29
MLB,03,29
MLB,05,116
MLB,07,58
MLB,08,87
MLB,09,285
MLB,10,113
MLB,11,112
MLB,12,280
MLC,10,56
MLE,01,1711
MLE,02,1131
MLE,03,1160
MLE,04,1508
MLE,05,1624
MLE,06,1102
MLE,07,1363
MLE,08,2088
MLE,09,3477
MLE,10,3612
MLE,11,3416
MLE,12,2744
MLG,07,29
MLG,09,57
MLG,12,168
MLH,01,87
MLH,02,58
MLH,03,116
MLH,04,58
MLH,05,29
MLH,06,116
MLH,07,116
MLH,08,58
MLH,09,114
MLH,10,284
MLH,11,168
MLH,12,224
MLI,01,29
MLI,02,29
MLI,03,29
MLI,04,29
MLI,05,29
MLI,07,29
MLI,08,29
MLI,09,58
MLI,11,112
MLI,12,56
MLK,05,29
MLM,01,87
MLM,03,145
MLM,04,87
MLM,05,116
MLM,06,145
MLM,07,145
MLM,08,116
MLM,09,285
MLM,10,395
MLM,11,504
MLM,12,504
MLN,01,87
MLN,05,87
MLN,06,58
MLN,07,145
MLN,10,169
MLN,11,56
MLN,12,56
MLO,01,29
MLO,03,58
MLO,05,58
MLO,06,87
MLO,08,58
MLO,09,29
MLO,11,56
MLO,12,56
MLP,01,29
MLS,11,112
MLU,01,58
MLU,04,29
MLU,06,29
MLU,10,112
MLU,11,56
MLU,12,56
MLW,03,58
MLW,04,58
MLW,05,29
MLW,07,29
MLW,08,87
MLW,10,113
MLW,11,112
MLX,01,58
MLX,02,29
MLX,03,29
MLX,05,29
MLX,06,87
MLX,07,29
MLX,08,58
MLX,12,56
MMA,01,29
MMA,02,87
MMA,04,58
MMA,05,145
MMA,06,87
MMA,07,29
MMA,08,174
MMA,09,342
MMA,10,169
MMA,11,57
MMA,12,56
MMB,04,29
MME,03,29
MME,09,114
MME,11,56
MMH,01,29
MMH,09,29
MMH,10,56
MMK,01,58
MMK,02,58
MMK,03,87
MMK,04,174
MMK,05,29
MMK,06,116
MMK,07,261
MMK,08,145
MMK,09,285
MMK,10,449
MMK,11,336
MMK,12,56
MMT,06,29
MMU,05,58
MMU,06,58
MMU,08,58
MMU,09,29
MMU,12,112
MMX,01,87
MMX,02,87
MMX,03,116
MMX,04,145
MMX,05,116
MMX,06,116
MMX,07,58
MMX,08,145
MMX,09,228
MMX,10,169
MMX,11,112
MMX,12,112
MNI,02,29
MNI,08,29
MNI,09,57
MNL,01,7540
MNL,02,6177
MNL,03,6148
MNL,04,5655
MNL,05,5626
MNL,06,4582
MNL,07,5858
MNL,08,5104
MNL,09,13110
MNL,10,12130
MNL,11,13552
MNL,12,9520
MOB,01,116
MOB,02,29
MOB,03,87
MOB,04,87
MOB,05,58
MOB,06,29
MOB,10,226
MOB,11,56
MOB,12,112
MOC,03,29
MOC,05,116
MOC,06,29
MOC,07,29
MOC,08,29
MOC,09,114
MOD,03,29
MOD,08,116
MOD,09,114
MOL,01,116
MOL,02,29
MOL,03,58
MOL,04,87
MOL,06,116
MOL,07,29
MOL,08,87
MOL,11,224
MOL,12,56
MOT,03,29
MOT,04,29
MOT,05,29
MOT,09,57
MOT,10,56
MOT,11,56
MOT,12,56
MOV,03,29
MOV,04,29
MOV,07,29
MOV,12,112
MOW,01,6235
MOW,02,6496
MOW,03,6757
MOW,04,7801
MOW,05,8352
MOW,06,7337
MOW,07,10005
MOW,08,10266
MOW,09,14592
MOW,10,17916
MOW,11,17976
MOW,12,14560
MOZ,01,29
MOZ,05,29
MOZ,08,29
MOZ,09,29
MOZ,10,56
MOZ,11,56
MOZ,12,56
MPB,08,29
MPH,01,58
MPH,02,145
MPH,03,87
MPH,04,58
MPH,07,232
MPH,08,145
MPH,09,114
MPH,10,283
MPH,11,56
MPH,12,112
MPL,01,261
MPL,02,290
MPL,03,377
MPL,04,580
MPL,05,696
MPL,06,377
MPL,07,464
MPL,08,551
MPL,09,969
MPL,10,565
MPL,11,392
MPL,12,336
MPM,01,145
MPM,02,58
MPM,03,87
MPM,04,145
MPM,05,29
MPM,06,58
MPM,07,145
MPM,08,87
MPM,09,399
MPM,10,169
MPM,11,224
MPM,12,112
MPN,02,29
MPN,08,29
MPQ,07,29
MPW,09,29
MQF,03,29
MQF,04,29
MQF,05,87
MQF,06,58
MQF,08,87
MQF,09,171
MQF,10,225
MQF,11,280
MQF,12,224
MQL,01,29
MQL,03,29
MQL,05,58
MQL,07,29
MQL,08,29
MQL,11,56
MQL,12,56
MQM,01,29
MQM,02,87
MQM,03,87
MQM,04,58
MQM,05,87
MQM,06,29
MQM,07,29
MQM,08,29
MQM,09,228
MQM,12,56
MQN,04,29
MQN,05,29
MQN,07,29
MQN,08,29
MQP,01,87
MQP,02,29
MQP,04,29
MQP,05,29
MQP,07,29
MQP,09,29
MQP,10,57
MQP,11,112
MQT,06,29
MQT,08,58
MQX,04,29
MRD,09,29
MRD,12,56
MRI,01,29
MRK,01,29
MRK,02,29
MRK,04,29
MRK,12,56
MRO,02,29
MRS,01,1682
MRS,02,1450
MRS,03,2407
MRS,04,2494
MRS,05,2088
MRS,06,2030
MRS,07,2088
MRS,08,1682
MRS,09,3021
MRS,10,2199
MRS,11,3304
MRS,12,1288
MRU,01,957
MRU,02,1189
MRU,03,957
MRU,04,812
MRU,05,928
MRU,06,1073
MRU,07,1218
MRU,08,1566
MRU,09,2280
MRU,10,3046
MRU,11,2464
MRU,12,1848
MRV,01,174
MRV,02,319
MRV,03,261
MRV,04,377
MRV,05,464
MRV,06,522
MRV,07,435
MRV,08,551
MRV,09,798
MRV,10,790
MRV,11,728
MRV,12,1064
MRX,01,29
MRY,03,58
MRY,04,29
MRY,06,87
MRY,07,116
MRY,08,203
MRY,09,29
MRY,10,169
MRY,11,56
MRY,12,56
MRZ,01,29
MRZ,03,29
MRZ,06,29
MRZ,07,29
MRZ,08,29
MSC,01,29
MSC,10,57
MSE,02,29
MSJ,01,29
MSJ,02,29
MSJ,11,56
MSL,06,29
MSL,10,56
MSL,11,56
MSN,01,58
MSN,02,87
MSN,03,58
MSN,04,116
MSN,05,203
MSN,06,116
MSN,07,174
MSN,08,290
MSN,09,228
MSN,10,449
MSN,11,504
MSN,12,448
MSO,01,58
MSO,03,29
MSO,04,87
MSO,05,29
MSO,07,87
MSO,08,58
MSO,09,114
MSO,10,56
MSO,12,56
MSP,01,1044
MSP,02,841
MSP,03,1102
MSP,04,986
MSP,05,1102
MSP,06,1131
MSP,07,1189
MSP,08,1218
MSP,09,2280
MSP,10,2365
MSP,11,2744
MSP,12,2352
MSQ,01,348
MSQ,02,406
MSQ,03,551
MSQ,04,377
MSQ,05,609
MSQ,06,609
MSQ,07,638
MSQ,08,870
MSQ,09,912
MSQ,10,1292
MSQ,11,1176
MSQ,12,1064
MSR,06,58
MSS,06,58
MSS,08,29
MST,01,58
MST,02,58
MST,03,29
MST,04,87
MST,05,87
MST,06,87
MST,07,116
MST,08,87
MST,09,285
MST,10,227
MST,11,168
MST,12,112
MSU,06,29
MSY,01,1247
MSY,02,725
MSY,03,1015
MSY,04,725
MSY,05,841
MSY,06,551
MSY,07,899
MSY,08,841
MSY,09,1938
MSY,10,2531
MSY,11,1960
MSY,12,2184
MSZ,02,29
MTJ,02,29
MTJ,05,29
MTJ,06,29
MTJ,07,29
MTJ,09,57
MTJ,11,56
MTJ,12,56
MTR,01,58
MTR,02,87
MTR,03,145
MTR,04,29
MTR,05,29
MTR,06,87
MTR,07,87
MTR,08,116
MTR,09,228
MTR,10,113
MTR,11,112
MTR,12,112
MTS,03,29
MTS,05,29
MTS,09,29
MTS,12,56
MTT,01,29
MTT,10,56
MTY,01,145
MTY,02,116
MTY,03,290
MTY,04,203
MTY,05,319
MTY,06,232
MTY,07,203
MTY,08,116
MTY,09,399
MTY,10,510
MTY,11,392
MTY,12,112
MUB,01,29
MUB,02,58
MUB,04,29
MUB,05,29
MUB,12,56
MUC,01,9831
MUC,02,8381
MUC,03,9860
MUC,04,8961
MUC,05,8961
MUC,06,9512
MUC,07,8584
MUC,08,9425
MUC,09,17100
MUC,10,18860
MUC,11,15960
MUC,12,13104
MUE,05,29
MUE,09,57
MUE,11,112
MUH,04,29
MUH,11,56
MUN,01,29
MUN,02,29
MUN,03,29
MUN,04,29
MUN,06,29
MUN,07,29
MUN,08,29
MUN,10,112
MUN,11,56
MUN,12,112
MUR,04,29
MUR,09,57
MUX,07,29
MUX,09,57
MUX,10,57
MVB,01,29
MVB,02,29
MVD,01,667
MVD,02,348
MVD,03,261
MVD,04,609
MVD,05,435
MVD,06,377
MVD,07,493
MVD,08,522
MVD,09,1368
MVD,10,1635
MVD,11,1568
MVD,12,672
MVJ,02,29
MVR,08,29
MVY,03,29
MVY,07,29
MWA,05,29
MWA,08,29
MWA,09,29
MWX,11,56
MWZ,05,29
MWZ,09,29
MWZ,10,57
MXL,01,116
MXL,06,29
MXL,07,58
MXL,12,56
MXP,01,1827
MXP,02,1740
MXP,03,2030
MXP,04,1740
MXP,05,2001
MXP,06,1508
MXP,07,1450
MXP,08,1305
MXP,09,3819
MXP,10,4508
MXP,11,3192
MXP,12,2800
MYD,01,58
MYD,03,29
MYD,04,29
MYD,05,29
MYD,06,29
MYD,07,29
MYJ,07,29
MYQ,01,58
MYQ,03,58
MYQ,05,29
MYQ,06,29
MYQ,07,29
MYQ,08,58
MYQ,09,57
MYQ,11,57
MYQ,12,56
MYR,01,319
MYR,02,232
MYR,03,116
MYR,04,174
MYR,05,232
MYR,06,232
MYR,07,435
MYR,08,232
MYR,09,228
MYR,10,338
MYR,11,504
MYR,12,392
MYY,01,29
MYY,03,29
MYY,05,29
MYY,08,29
MYY,11,224
MYY,12,56
MZG,08,29
MZH,07,29
MZH,08,29
MZL,01,58
MZL,02,87
MZL,03,87
MZL,04,29
MZL,05,58
MZL,06,29
MZL,08,29
MZL,09,114
MZL,10,113
MZL,11,112
MZL,12,56
MZM,03,29
MZR,11,56
MZT,01,174
MZT,02,29
MZT,03,116
MZT,04,232
MZT,05,174
MZT,06,116
MZT,07,174
MZT,08,145
MZT,09,114
MZT,10,337
MZT,11,168
MZT,12,504
MZV,11,56
NAA,01,29
NAA,04,29
NAA,09,114
NAC,04,29
NAG,01,145
NAG,02,145
NAG,03,29
NAG,04,232
NAG,05,87
NAG,06,116
NAG,07,58
NAG,08,116
NAG,09,114
NAG,10,282
NAG,11,168
NAG,12,392
NAI,03,29
NAJ,02,29
NAJ,11,56
NAL,01,58
NAL,03,58
NAL,05,29
NAL,06,87
NAL,08,87
NAL,09,57
NAL,10,112
NAL,11,112
NAN,01,638
NAN,02,493
NAN,03,551
NAN,04,348
NAN,05,609
NAN,06,464
NAN,07,580
NAN,08,464
NAN,09,741
NAN,10,1014
NAN,11,896
NAN,12,1120
NAO,12,56
NAP,01,1827
NAP,02,1363
NAP,03,2088
NAP,04,1914
NAP,05,2262
NAP,06,1624
NAP,07,1740
NAP,08,1595
NAP,09,3249
NAP,10,2593
NAP,11,2072
NAP,12,2072
NAS,01,1421
NAS,02,1363
NAS,03,1276
NAS,04,1160
NAS,05,957
NAS,06,754
NAS,07,1131
NAS,08,1131
NAS,09,1938
NAS,10,1918
NAS,11,2128
NAS,12,2184
NAT,01,986
NAT,02,725
NAT,03,667
NAT,04,1160
NAT,05,696
NAT,06,696
NAT,07,1044
NAT,08,522
NAT,09,1824
NAT,10,1411
NAT,11,1680
NAT,12,1512
NAV,04,29
NAV,06,58
NAV,07,87
NAV,09,57
NAY,02,29
NAY,06,29
NAY,09,114
NAY,11,56
NAY,12,56
